country,date,Total Vaccinations,Daily Vaccinations,People Vaccinated 100,Daily Vaccination 1 mio,Vaccines
Croatia,2021-01-27,0.0,2448.0,0.0,596.0,Pfizer/BioNTech
Croatia,2021-01-28,0.0,2299.0,0.0,560.0,Pfizer/BioNTech
Croatia,2021-01-29,80000.0,2150.0,0.0,524.0,Pfizer/BioNTech
Croatia,2021-01-30,0.0,2097.0,0.0,511.0,Pfizer/BioNTech
Croatia,2021-01-31,0.0,2045.0,0.0,498.0,Pfizer/BioNTech
Croatia,2021-02-01,83928.0,1992.0,1.43,485.0,Pfizer/BioNTech
Cyprus,2021-01-06,3901.0,0.0,0.0,0.0,Pfizer/BioNTech
Cyprus,2021-01-07,0.0,534.0,0.0,610.0,Pfizer/BioNTech
Cyprus,2021-01-08,0.0,534.0,0.0,610.0,Pfizer/BioNTech
Cyprus,2021-01-09,0.0,534.0,0.0,610.0,Pfizer/BioNTech
Cyprus,2021-01-10,6035.0,534.0,0.0,610.0,Pfizer/BioNTech
Cyprus,2021-01-11,0.0,594.0,0.0,678.0,Pfizer/BioNTech
Cyprus,2021-01-12,0.0,635.0,0.0,725.0,Pfizer/BioNTech
Cyprus,2021-01-13,0.0,664.0,0.0,758.0,Pfizer/BioNTech
Cyprus,2021-01-14,0.0,708.0,0.0,808.0,Pfizer/BioNTech
Cyprus,2021-01-15,10226.0,751.0,0.0,857.0,Pfizer/BioNTech
Cyprus,2021-01-16,0.0,821.0,0.0,937.0,Pfizer/BioNTech
Cyprus,2021-01-17,0.0,891.0,0.0,1017.0,Pfizer/BioNTech
Cyprus,2021-01-18,0.0,917.0,0.0,1047.0,Pfizer/BioNTech
Cyprus,2021-01-19,0.0,943.0,0.0,1077.0,Pfizer/BioNTech
Cyprus,2021-01-20,0.0,969.0,0.0,1106.0,Pfizer/BioNTech
Cyprus,2021-01-21,0.0,996.0,0.0,1137.0,Pfizer/BioNTech
Cyprus,2021-01-22,17379.0,1022.0,1.75,1167.0,Pfizer/BioNTech
Cyprus,2021-01-23,0.0,1035.0,0.0,1182.0,Pfizer/BioNTech
Cyprus,2021-01-24,0.0,1048.0,0.0,1196.0,Pfizer/BioNTech
Cyprus,2021-01-25,0.0,1061.0,0.0,1211.0,Pfizer/BioNTech
Cyprus,2021-01-26,0.0,1074.0,0.0,1226.0,Pfizer/BioNTech
Cyprus,2021-01-27,0.0,1087.0,0.0,1241.0,Pfizer/BioNTech
Cyprus,2021-01-28,0.0,1100.0,0.0,1256.0,Pfizer/BioNTech
Cyprus,2021-01-29,25168.0,1113.0,2.24,1271.0,Pfizer/BioNTech
Czechia,2020-12-27,1254.0,0.0,0.01,0.0,"Moderna, Pfizer/BioNTech"
Czechia,2020-12-28,3537.0,2283.0,0.03,213.0,"Moderna, Pfizer/BioNTech"
Czechia,2020-12-29,6976.0,2861.0,0.07,267.0,"Moderna, Pfizer/BioNTech"
Czechia,2020-12-30,10439.0,3062.0,0.1,286.0,"Moderna, Pfizer/BioNTech"
Czechia,2020-12-31,11744.0,2622.0,0.11,245.0,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-01,12006.0,2150.0,0.11,201.0,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-02,13262.0,2001.0,0.12,187.0,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-03,14176.0,1846.0,0.13,172.0,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-04,17739.0,2029.0,0.17,189.0,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-05,22245.0,2181.0,0.21,204.0,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-06,28042.0,2515.0,0.26,235.0,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-07,35945.0,3457.0,0.34,323.0,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-08,45842.0,4834.0,0.43,451.0,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-09,47827.0,4938.0,0.45,461.0,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-10,49533.0,5051.0,0.46,472.0,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-11,59220.0,5926.0,0.55,553.0,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-12,72496.0,7179.0,0.68,670.0,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-13,85784.0,8249.0,0.8,770.0,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-14,100448.0,9215.0,0.94,860.0,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-15,113859.0,9717.0,1.06,907.0,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-16,117152.0,9904.0,1.09,925.0,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-17,120190.0,10094.0,1.12,943.0,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-18,133851.0,10662.0,1.23,996.0,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-19,148518.0,10860.0,1.34,1014.0,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-20,163854.0,11153.0,1.46,1041.0,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-21,180265.0,11402.0,1.6,1065.0,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-22,195528.0,11667.0,1.73,1089.0,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-23,199180.0,11718.0,1.76,1094.0,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-24,202181.0,11713.0,1.78,1094.0,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-25,214426.0,11511.0,1.86,1075.0,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-26,228564.0,11435.0,1.96,1068.0,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-27,241691.0,11120.0,2.04,1038.0,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-28,254573.0,10615.0,2.11,991.0,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-29,268055.0,10361.0,2.16,968.0,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-30,269744.0,10081.0,2.17,941.0,"Moderna, Pfizer/BioNTech"
Czechia,2021-01-31,271552.0,9910.0,2.17,925.0,"Moderna, Pfizer/BioNTech"
Czechia,2021-02-01,282360.0,9705.0,2.21,906.0,"Moderna, Pfizer/BioNTech"
Czechia,2021-02-02,294692.0,9447.0,2.24,882.0,"Moderna, Pfizer/BioNTech"
Denmark,2020-12-27,6644.0,0.0,0.11,0.0,"Moderna, Pfizer/BioNTech"
Denmark,2020-12-28,8642.0,1998.0,0.15,345.0,"Moderna, Pfizer/BioNTech"
Denmark,2020-12-29,17759.0,5558.0,0.31,960.0,"Moderna, Pfizer/BioNTech"
Denmark,2020-12-30,29396.0,7584.0,0.51,1309.0,"Moderna, Pfizer/BioNTech"
Denmark,2020-12-31,35732.0,7272.0,0.62,1255.0,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-01,38117.0,6295.0,0.66,1087.0,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-02,47149.0,6751.0,0.81,1166.0,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-03,53265.0,6660.0,0.92,1150.0,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-04,55718.0,6725.0,0.96,1161.0,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-05,69440.0,7383.0,1.2,1275.0,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-06,89550.0,8593.0,1.55,1484.0,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-07,107317.0,10226.0,1.85,1765.0,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-08,115878.0,11109.0,2.0,1918.0,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-09,117783.0,10091.0,2.03,1742.0,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-10,118598.0,9333.0,2.05,1611.0,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-11,119256.0,9077.0,2.06,1567.0,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-12,119716.0,7182.0,2.07,1240.0,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-13,132389.0,6120.0,2.29,1057.0,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-14,150266.0,6136.0,2.59,1059.0,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-15,165457.0,7083.0,2.86,1223.0,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-16,170060.0,7468.0,2.94,1289.0,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-17,173324.0,7818.0,2.98,1350.0,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-18,179357.0,8586.0,3.05,1482.0,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-19,183976.0,9180.0,3.09,1585.0,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-20,187408.0,7860.0,3.12,1357.0,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-21,191289.0,5860.0,3.14,1012.0,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-22,197664.0,4601.0,3.15,794.0,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-23,205579.0,5074.0,3.17,876.0,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-24,212771.0,5635.0,3.18,973.0,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-25,215494.0,5162.0,3.18,891.0,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-26,217443.0,4781.0,3.19,825.0,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-27,222062.0,4951.0,3.19,855.0,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-28,230335.0,5578.0,3.19,963.0,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-29,248807.0,7306.0,3.21,1261.0,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-30,262349.0,8110.0,3.23,1400.0,"Moderna, Pfizer/BioNTech"
Denmark,2021-01-31,275084.0,8902.0,3.25,1537.0,"Moderna, Pfizer/BioNTech"
Denmark,2021-02-01,282894.0,9629.0,3.27,1662.0,"Moderna, Pfizer/BioNTech"
Ecuador,2021-01-21,0.0,0.0,0.0,0.0,Pfizer/BioNTech
Ecuador,2021-01-22,108.0,108.0,0.0,6.0,Pfizer/BioNTech
Ecuador,2021-01-23,0.0,294.0,0.0,17.0,Pfizer/BioNTech
Ecuador,2021-01-24,0.0,355.0,0.0,20.0,Pfizer/BioNTech
Ecuador,2021-01-25,0.0,386.0,0.0,22.0,Pfizer/BioNTech
Ecuador,2021-01-26,0.0,405.0,0.0,23.0,Pfizer/BioNTech
Ecuador,2021-01-27,0.0,417.0,0.0,24.0,Pfizer/BioNTech
Ecuador,2021-01-28,2982.0,426.0,0.0,24.0,Pfizer/BioNTech
Egypt,2021-01-24,0.0,0.0,0.0,0.0,Sinopharm
Egypt,2021-01-25,0.0,219.0,0.0,2.0,Sinopharm
Egypt,2021-01-26,0.0,219.0,0.0,2.0,Sinopharm
Egypt,2021-01-27,0.0,219.0,0.0,2.0,Sinopharm
Egypt,2021-01-28,0.0,219.0,0.0,2.0,Sinopharm
Egypt,2021-01-29,0.0,219.0,0.0,2.0,Sinopharm
Egypt,2021-01-30,1315.0,219.0,0.0,2.0,Sinopharm
England,2020-12-20,570199.0,0.0,1.01,0.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2020-12-21,0.0,37897.0,0.0,673.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2020-12-22,0.0,37897.0,0.0,673.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2020-12-23,0.0,37897.0,0.0,673.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2020-12-24,0.0,37897.0,0.0,673.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2020-12-25,0.0,37897.0,0.0,673.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2020-12-26,0.0,37897.0,0.0,673.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2020-12-27,835475.0,37897.0,1.48,673.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2020-12-28,0.0,39559.0,0.0,703.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2020-12-29,0.0,41221.0,0.0,732.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2020-12-30,0.0,42884.0,0.0,762.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2020-12-31,0.0,44546.0,0.0,791.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-01,0.0,46209.0,0.0,821.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-02,0.0,47871.0,0.0,850.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-03,1182209.0,49533.0,2.06,880.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-04,0.0,65958.0,0.0,1172.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-05,0.0,82383.0,0.0,1464.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-06,0.0,98808.0,0.0,1755.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-07,0.0,115233.0,0.0,2047.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-08,0.0,131658.0,0.0,2339.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-09,0.0,148083.0,0.0,2631.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-10,2333764.0,164508.0,3.48,2923.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-11,2474205.0,161070.0,3.7,2862.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-12,2661850.0,164375.0,4.01,2920.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-13,2910027.0,176328.0,4.43,3133.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-14,3189674.0,192776.0,4.92,3425.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-15,3514385.0,215662.0,5.49,3831.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-16,3791594.0,231763.0,5.98,4118.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-17,3947442.0,230525.0,6.25,4096.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-18,4118342.0,234877.0,6.55,4173.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-19,4419704.0,251122.0,7.08,4461.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-20,4740578.0,261507.0,7.65,4646.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-21,5100475.0,272972.0,8.28,4850.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-22,5526071.0,287384.0,9.04,5106.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-23,5970175.0,311226.0,9.82,5529.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-24,6169377.0,317419.0,10.18,5639.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-25,6405554.0,326745.0,10.59,5805.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-26,6665861.0,320880.0,11.05,5701.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-27,6918853.0,311182.0,11.5,5528.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-28,7263317.0,308977.0,12.11,5489.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-29,7701203.0,310733.0,12.89,5521.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-30,8251146.0,325853.0,13.85,5789.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-01-31,8543262.0,339126.0,14.36,6025.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,2021-02-01,8825371.0,345688.0,14.86,6142.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Estonia,2020-12-28,207.0,0.0,0.0,0.0,Pfizer/BioNTech
Estonia,2020-12-29,516.0,309.0,0.0,233.0,Pfizer/BioNTech
Estonia,2020-12-30,884.0,338.0,0.0,255.0,Pfizer/BioNTech
Estonia,2020-12-31,1907.0,567.0,0.0,427.0,Pfizer/BioNTech
Estonia,2021-01-01,2487.0,570.0,0.0,430.0,Pfizer/BioNTech
Estonia,2021-01-02,0.0,459.0,0.0,346.0,Pfizer/BioNTech
Estonia,2021-01-03,2517.0,385.0,0.0,290.0,Pfizer/BioNTech
Estonia,2021-01-04,2535.0,333.0,0.0,251.0,Pfizer/BioNTech
Estonia,2021-01-05,3188.0,382.0,0.0,288.0,Pfizer/BioNTech
Estonia,2021-01-06,5009.0,589.0,0.0,444.0,Pfizer/BioNTech
Estonia,2021-01-07,6632.0,675.0,0.0,509.0,Pfizer/BioNTech
Estonia,2021-01-08,7973.0,784.0,0.0,591.0,Pfizer/BioNTech
Estonia,2021-01-09,10197.0,1099.0,0.0,828.0,Pfizer/BioNTech
Estonia,2021-01-10,10749.0,1176.0,0.0,887.0,Pfizer/BioNTech
Estonia,2021-01-11,10972.0,1205.0,0.0,908.0,Pfizer/BioNTech
Estonia,2021-01-12,11896.0,1244.0,0.0,938.0,Pfizer/BioNTech
Estonia,2021-01-13,13481.0,1210.0,0.0,912.0,Pfizer/BioNTech
Estonia,2021-01-14,14879.0,1178.0,0.0,888.0,Pfizer/BioNTech
Estonia,2021-01-15,16677.0,1243.0,0.0,937.0,Pfizer/BioNTech
Estonia,2021-01-16,17959.0,1109.0,0.0,836.0,Pfizer/BioNTech
Estonia,2021-01-17,18179.0,1061.0,0.0,800.0,Pfizer/BioNTech
Estonia,2021-01-18,18275.0,1043.0,0.0,786.0,Pfizer/BioNTech
Estonia,2021-01-19,19315.0,1060.0,0.0,799.0,Pfizer/BioNTech
Estonia,2021-01-20,20478.0,1000.0,0.0,754.0,Pfizer/BioNTech
Estonia,2021-01-21,21985.0,1015.0,0.0,765.0,Pfizer/BioNTech
Estonia,2021-01-22,24196.0,1074.0,0.0,810.0,Pfizer/BioNTech
Estonia,2021-01-23,25704.0,1106.0,0.0,834.0,Pfizer/BioNTech
Estonia,2021-01-24,25964.0,1112.0,0.0,838.0,Pfizer/BioNTech
Estonia,2021-01-25,26126.0,1122.0,0.0,846.0,Pfizer/BioNTech
Estonia,2021-01-26,27180.0,1124.0,0.0,847.0,Pfizer/BioNTech
Estonia,2021-01-27,29594.0,1302.0,0.0,982.0,Pfizer/BioNTech
Estonia,2021-01-28,31629.0,1378.0,1.92,1039.0,Pfizer/BioNTech
Estonia,2021-01-29,34019.0,1403.0,1.99,1058.0,Pfizer/BioNTech
Estonia,2021-01-30,37230.0,1647.0,2.08,1242.0,Pfizer/BioNTech
Estonia,2021-01-31,38055.0,1727.0,2.1,1302.0,Pfizer/BioNTech
Estonia,2021-02-01,38594.0,1781.0,2.12,1343.0,Pfizer/BioNTech
Estonia,2021-02-02,40217.0,1862.0,2.18,1404.0,Pfizer/BioNTech
Faeroe Islands,2021-01-29,3994.0,0.0,8.17,0.0,Pfizer/BioNTech
Finland,2020-12-31,1767.0,0.0,0.0,0.0,Pfizer/BioNTech
Finland,2021-01-01,0.0,459.0,0.0,83.0,Pfizer/BioNTech
Finland,2021-01-02,0.0,459.0,0.0,83.0,Pfizer/BioNTech
Finland,2021-01-03,0.0,459.0,0.0,83.0,Pfizer/BioNTech
Finland,2021-01-04,3604.0,459.0,0.0,83.0,Pfizer/BioNTech
Finland,2021-01-05,5445.0,736.0,0.0,133.0,Pfizer/BioNTech
Finland,2021-01-06,0.0,839.0,0.0,151.0,Pfizer/BioNTech
Finland,2021-01-07,8155.0,913.0,0.0,165.0,Pfizer/BioNTech
Finland,2021-01-08,11135.0,1273.0,0.0,230.0,Pfizer/BioNTech
Finland,2021-01-09,0.0,1353.0,0.0,244.0,Pfizer/BioNTech
Finland,2021-01-10,0.0,1433.0,0.0,259.0,Pfizer/BioNTech
Finland,2021-01-11,14196.0,1513.0,0.0,273.0,Pfizer/BioNTech
Finland,2021-01-12,17617.0,1739.0,0.0,314.0,Pfizer/BioNTech
Finland,2021-01-13,23126.0,2332.0,0.0,421.0,Pfizer/BioNTech
Finland,2021-01-14,33033.0,3554.0,0.0,641.0,Pfizer/BioNTech
Finland,2021-01-15,43143.0,4573.0,0.0,825.0,Pfizer/BioNTech
Finland,2021-01-16,0.0,4971.0,0.0,897.0,Pfizer/BioNTech
Finland,2021-01-17,0.0,5369.0,0.0,969.0,Pfizer/BioNTech
Finland,2021-01-18,54568.0,5767.0,0.0,1041.0,Pfizer/BioNTech
Finland,2021-01-19,55824.0,5458.0,0.0,985.0,Pfizer/BioNTech
Finland,2021-01-20,62061.0,5562.0,0.0,1004.0,Pfizer/BioNTech
Finland,2021-01-21,78300.0,6467.0,0.0,1167.0,Pfizer/BioNTech
Finland,2021-01-22,91260.0,6874.0,0.0,1241.0,Pfizer/BioNTech
Finland,2021-01-23,0.0,7253.0,0.0,1309.0,Pfizer/BioNTech
Finland,2021-01-24,0.0,7633.0,0.0,1378.0,Pfizer/BioNTech
Finland,2021-01-25,110651.0,8012.0,1.91,1446.0,Pfizer/BioNTech
Finland,2021-01-26,117007.0,8740.0,1.99,1577.0,Pfizer/BioNTech
Finland,2021-01-27,126910.0,9264.0,2.12,1672.0,Pfizer/BioNTech
Finland,2021-01-28,138323.0,8575.0,2.31,1548.0,Pfizer/BioNTech
Finland,2021-01-29,151790.0,8647.0,2.48,1561.0,Pfizer/BioNTech
Finland,2021-01-30,162277.0,9222.0,2.61,1664.0,Pfizer/BioNTech
Finland,2021-01-31,0.0,8404.0,0.0,1517.0,Pfizer/BioNTech
Finland,2021-02-01,163760.0,7587.0,2.63,1369.0,Pfizer/BioNTech
Finland,2021-02-02,163973.0,6709.0,2.63,1211.0,Pfizer/BioNTech
France,2020-12-27,13.0,0.0,0.0,0.0,Pfizer/BioNTech
France,2020-12-28,52.0,39.0,0.0,1.0,Pfizer/BioNTech
France,2020-12-29,138.0,62.0,0.0,1.0,Pfizer/BioNTech
France,2020-12-30,237.0,75.0,0.0,1.0,Pfizer/BioNTech
France,2020-12-31,316.0,76.0,0.0,1.0,Pfizer/BioNTech
France,2021-01-01,325.0,62.0,0.0,1.0,Pfizer/BioNTech
France,2021-01-02,367.0,59.0,0.0,1.0,Pfizer/BioNTech
France,2021-01-03,441.0,61.0,0.0,1.0,Pfizer/BioNTech
France,2021-01-04,1800.0,250.0,0.0,4.0,Pfizer/BioNTech
France,2021-01-05,6744.0,944.0,0.01,14.0,Pfizer/BioNTech
France,2021-01-06,17064.0,2404.0,0.03,35.0,Pfizer/BioNTech
France,2021-01-07,43282.0,6138.0,0.06,90.0,Pfizer/BioNTech
France,2021-01-08,76022.0,10814.0,0.11,159.0,Pfizer/BioNTech
France,2021-01-09,86315.0,12278.0,0.13,181.0,Pfizer/BioNTech
France,2021-01-10,91629.0,13027.0,0.14,192.0,Pfizer/BioNTech
France,2021-01-11,125412.0,17659.0,0.18,260.0,Pfizer/BioNTech
France,2021-01-12,179119.0,24625.0,0.26,363.0,Pfizer/BioNTech
France,2021-01-13,235786.0,31246.0,0.35,461.0,Pfizer/BioNTech
France,2021-01-14,306206.0,37561.0,0.45,554.0,Pfizer/BioNTech
France,2021-01-15,364846.0,41261.0,0.54,608.0,Pfizer/BioNTech
France,2021-01-16,382326.0,42287.0,0.56,623.0,Pfizer/BioNTech
France,2021-01-17,391910.0,42897.0,0.58,632.0,Pfizer/BioNTech
France,2021-01-18,468073.0,48952.0,0.69,722.0,Pfizer/BioNTech
France,2021-01-19,585735.0,58088.0,0.86,856.0,Pfizer/BioNTech
France,2021-01-20,708973.0,67598.0,1.05,997.0,Pfizer/BioNTech
France,2021-01-21,850380.0,77739.0,1.25,1146.0,Pfizer/BioNTech
France,2021-01-22,959716.0,84981.0,1.41,1253.0,Pfizer/BioNTech
France,2021-01-23,995147.0,87546.0,1.47,1291.0,Pfizer/BioNTech
France,2021-01-24,1003968.0,87437.0,1.48,1289.0,Pfizer/BioNTech
France,2021-01-25,1075045.0,86710.0,1.58,1278.0,Pfizer/BioNTech
France,2021-01-26,1171264.0,83647.0,1.72,1233.0,Pfizer/BioNTech
France,2021-01-27,1274711.0,80820.0,1.86,1191.0,Pfizer/BioNTech
France,2021-01-28,1396881.0,78072.0,2.02,1151.0,Pfizer/BioNTech
France,2021-01-29,1494643.0,76418.0,2.14,1127.0,Pfizer/BioNTech
France,2021-01-30,1525377.0,75747.0,2.18,1117.0,Pfizer/BioNTech
France,2021-01-31,1533630.0,75666.0,2.19,1115.0,Pfizer/BioNTech
France,2021-02-01,1609072.0,76290.0,2.27,1125.0,Pfizer/BioNTech
Germany,2020-12-27,23860.0,0.0,0.03,0.0,"Moderna, Pfizer/BioNTech"
Germany,2020-12-28,43694.0,19834.0,0.05,237.0,"Moderna, Pfizer/BioNTech"
Germany,2020-12-29,86940.0,31540.0,0.1,376.0,"Moderna, Pfizer/BioNTech"
Germany,2020-12-30,144572.0,40237.0,0.17,480.0,"Moderna, Pfizer/BioNTech"
Germany,2020-12-31,182631.0,39693.0,0.22,474.0,"Moderna, Pfizer/BioNTech"
Germany,2021-01-01,207096.0,36647.0,0.25,437.0,"Moderna, Pfizer/BioNTech"
Germany,2021-01-02,257663.0,38967.0,0.31,465.0,"Moderna, Pfizer/BioNTech"
Germany,2021-01-03,282642.0,36969.0,0.34,441.0,"Moderna, Pfizer/BioNTech"
Germany,2021-01-04,331374.0,41097.0,0.4,491.0,"Moderna, Pfizer/BioNTech"
Germany,2021-01-05,383431.0,42356.0,0.46,506.0,"Moderna, Pfizer/BioNTech"
Germany,2021-01-06,441839.0,42467.0,0.53,507.0,"Moderna, Pfizer/BioNTech"
Germany,2021-01-07,500435.0,45401.0,0.6,542.0,"Moderna, Pfizer/BioNTech"
Germany,2021-01-08,559911.0,50402.0,0.67,602.0,"Moderna, Pfizer/BioNTech"
Germany,2021-01-09,616409.0,51249.0,0.74,612.0,"Moderna, Pfizer/BioNTech"
Germany,2021-01-10,649625.0,52426.0,0.78,626.0,"Moderna, Pfizer/BioNTech"
Germany,2021-01-11,715094.0,54817.0,0.85,654.0,"Moderna, Pfizer/BioNTech"
Germany,2021-01-12,796933.0,59072.0,0.95,705.0,"Moderna, Pfizer/BioNTech"
Germany,2021-01-13,895093.0,64751.0,1.07,773.0,"Moderna, Pfizer/BioNTech"
Germany,2021-01-14,995569.0,70733.0,1.19,844.0,"Moderna, Pfizer/BioNTech"
Germany,2021-01-15,1088379.0,75495.0,1.3,901.0,"Moderna, Pfizer/BioNTech"
Germany,2021-01-16,1145270.0,75552.0,1.37,902.0,"Moderna, Pfizer/BioNTech"
Germany,2021-01-17,1189812.0,77170.0,1.4,921.0,"Moderna, Pfizer/BioNTech"
Germany,2021-01-18,1263723.0,78376.0,1.47,935.0,"Moderna, Pfizer/BioNTech"
Germany,2021-01-19,1357083.0,80021.0,1.55,955.0,"Moderna, Pfizer/BioNTech"
Germany,2021-01-20,1483784.0,84099.0,1.64,1004.0,"Moderna, Pfizer/BioNTech"
Germany,2021-01-21,1577690.0,83160.0,1.71,993.0,"Moderna, Pfizer/BioNTech"
Germany,2021-01-22,1691025.0,86092.0,1.81,1028.0,"Moderna, Pfizer/BioNTech"
Germany,2021-01-23,1781310.0,90863.0,1.87,1084.0,"Moderna, Pfizer/BioNTech"
Germany,2021-01-24,1846697.0,93841.0,1.92,1120.0,"Moderna, Pfizer/BioNTech"
Germany,2021-01-25,1942697.0,96996.0,1.98,1158.0,"Moderna, Pfizer/BioNTech"
Germany,2021-01-26,2043245.0,98023.0,2.05,1170.0,"Moderna, Pfizer/BioNTech"
Germany,2021-01-27,2151752.0,95424.0,2.11,1139.0,"Moderna, Pfizer/BioNTech"
